metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,level_from,level_to,q_value
G,0.9041482883043706,0.8945771420673716,0.00957114623699895,0.007662384667389407,0.011415147541061354,0.0,1.3802656835572433,100,100,9,9,10,0.0
G,0.9062099089338664,0.8549313252781119,0.05127858365575455,0.048336595417535586,0.05395801939995032,0.0,5.095839278171474,100,100,10,1,2,0.0
G,0.8843044535687992,0.842333258805294,0.04197119476350519,0.03836534648581373,0.04579063287376196,0.0,2.940178646128556,100,100,10,2,3,0.0
G,0.8457882489552572,0.867220024379946,-0.02143177542468888,-0.02484562205060812,-0.017753750632135686,0.0,-1.6643318021507305,100,100,10,3,4,0.0
G,0.863780941184551,0.8708530495857435,-0.007072108401192545,-0.011056021205418334,-0.0031808346643690923,0.0,-0.4786847455918867,100,100,10,4,5,0.0
G,0.8449905506211612,0.8480318829530762,-0.0030413323319149477,-0.007175244662071087,0.0014640171491556997,0.18,-0.1910214824879297,100,100,10,5,6,0.1816822429906542
G,0.8134145861367383,0.8434840974769894,-0.030069511340251043,-0.035113440271289584,-0.02476058767385905,0.0,-1.599400434190394,100,100,10,6,7,0.0
G,0.8530247611573766,0.8847281813403918,-0.031703420183015196,-0.03519715291278254,-0.027992863475460362,0.0,-2.489783336829956,100,100,10,7,8,0.0
G,0.909751745124658,0.9209077852685299,-0.011156040143871948,-0.013220648642558452,-0.009027539292285761,0.0,-1.4282020602935093,100,100,10,8,9,0.0
G,0.8794494311960916,0.9040469250768893,-0.024597493880797683,-0.027010321554896376,-0.022064868157700007,0.0,-2.95542218548997,100,100,10,9,10,0.0
G,0.8656938409171407,0.7744898402889571,0.09120400062818368,0.08700944736589264,0.09554567552942123,0.0,5.792048245875718,100,100,11,1,2,0.0
G,0.8819319290495106,0.7701896594131277,0.1117422696363829,0.1053178220075335,0.11807141500785362,0.0,4.865430792694073,100,100,11,2,3,0.0
G,0.8237883774103628,0.8013771432132002,0.02241123419716262,0.01611593727268391,0.029085085238989436,0.0,0.9866137887132795,100,100,11,3,4,0.0
G,0.8301940810320869,0.8827905986924022,-0.052596517660315256,-0.05736229696977479,-0.04820879574869846,0.0,-3.2841660240004917,100,100,11,4,5,0.0
G,0.8431541878065419,0.8163386461091422,0.026815541697399747,0.02126164972335104,0.0323170089342057,0.0,1.2974393914677809,100,100,11,5,6,0.0
