layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
0,81,0.25165194272994995,0.20726534724235535,0.16436533629894257,0.11606062203645706,0.10218160599470139,0.07713211327791214,0.05482666194438934,0.018249209970235825,0.0006713374168612063,0.000639614590909332,6,6,7,sentence.10
1,81,0.2688502073287964,0.20580171048641205,0.15369510650634766,0.11956225335597992,0.09648651629686356,0.07782819122076035,0.04949276149272919,0.019539177417755127,0.0008060503168962896,0.0006598026375286281,6,6,7,sentence.10
2,81,0.277488648891449,0.20105960965156555,0.14931999146938324,0.11243269592523575,0.09530214220285416,0.07826771587133408,0.048595938831567764,0.02092025987803936,0.0015184402000159025,0.0013824711786583066,6,6,7,sentence.10
3,81,0.2661724090576172,0.201018825173378,0.14943403005599976,0.11325402557849884,0.08976831287145615,0.08201135694980621,0.046049825847148895,0.02368553914129734,0.003076149383559823,0.0021752663888037205,6,6,8,sentence.10
4,81,0.2613862454891205,0.19420401751995087,0.14829203486442566,0.11829590797424316,0.08943919092416763,0.0775485634803772,0.049452509731054306,0.024642085656523705,0.0038156555965542793,0.002768768696114421,6,7,8,sentence.10
5,81,0.26899802684783936,0.1878480762243271,0.1493569314479828,0.1206454411149025,0.0839545875787735,0.07462360709905624,0.047212790697813034,0.023659566417336464,0.0047046416439116,0.0031790542416274548,6,7,8,sentence.10
6,81,0.26649194955825806,0.18835575878620148,0.15225979685783386,0.12218544632196426,0.07835271954536438,0.06990645825862885,0.04602479934692383,0.025170763954520226,0.005194458644837141,0.00450527248904109,6,7,9,sentence.10
7,81,0.26637908816337585,0.1921820044517517,0.14833968877792358,0.11693881452083588,0.07644134014844894,0.06771821528673172,0.04539293795824051,0.024822253733873367,0.006071110721677542,0.004979563411325216,6,7,11,sentence.10
8,81,0.2635650932788849,0.19571082293987274,0.1419646441936493,0.11437910050153732,0.07862816751003265,0.06427644938230515,0.042394623160362244,0.02548041380941868,0.007225899491459131,0.005838258191943169,6,7,13,sentence.10
9,81,0.25471392273902893,0.19551347196102142,0.1444046050310135,0.11268536001443863,0.07360796630382538,0.061697423458099365,0.042531199753284454,0.026195300742983818,0.008520820178091526,0.007679613307118416,7,8,15,sentence.10
10,81,0.2602812945842743,0.18817538022994995,0.1452207863330841,0.10707350075244904,0.06758320331573486,0.05508371442556381,0.04428568854928017,0.026485225185751915,0.010646768845617771,0.009608786553144455,7,9,17,sentence.10
11,81,0.3565193712711334,0.18157275021076202,0.11713193356990814,0.08442436158657074,0.05256491154432297,0.04168824478983879,0.03864017501473427,0.027118247002363205,0.011713673360645771,0.010201764293015003,7,9,16,sentence.10
0,81,0.251290887594223,0.20724089443683624,0.16373178362846375,0.11619032919406891,0.1025078073143959,0.07706435769796371,0.05496159940958023,0.01829075999557972,0.0007142449612729251,0.0006640557548962533,6,6,7,sentence.2
1,81,0.2686384916305542,0.20555433630943298,0.1532370001077652,0.11970607936382294,0.09673894941806793,0.07763517647981644,0.04964516684412956,0.01957389898598194,0.0008530477643944323,0.0006933761760592461,6,6,7,sentence.2
2,81,0.2768924832344055,0.2004869133234024,0.14888140559196472,0.11254186183214188,0.09583131223917007,0.07838679105043411,0.04870060831308365,0.020898330956697464,0.001643564784899354,0.0014437695499509573,6,6,7,sentence.2
3,81,0.26696133613586426,0.1999215930700302,0.14865243434906006,0.11365095525979996,0.09040853381156921,0.08149265497922897,0.04597245529294014,0.023503530770540237,0.003323206678032875,0.0024469352792948484,6,6,8,sentence.2
4,81,0.2619714140892029,0.19332297146320343,0.14715419709682465,0.11876744776964188,0.09050502628087997,0.07720119506120682,0.04938085749745369,0.024350980296730995,0.004115779884159565,0.0032239877618849277,6,7,8,sentence.2
5,81,0.26937785744667053,0.18788328766822815,0.1479378342628479,0.1210460215806961,0.08494579792022705,0.07431472092866898,0.04686272516846657,0.02332347445189953,0.005038460250943899,0.00333652482368052,6,7,8,sentence.2
6,81,0.26725512742996216,0.18897946178913116,0.14954082667827606,0.12290633469820023,0.07917185872793198,0.06981853395700455,0.04540543630719185,0.02495099976658821,0.0055982391349971294,0.005022404715418816,6,7,9,sentence.2
7,81,0.26755043864250183,0.19220970571041107,0.14646105468273163,0.11759939789772034,0.07687187939882278,0.0677996277809143,0.04480275884270668,0.024585487321019173,0.006829458754509687,0.0054285647347569466,6,7,10,sentence.2
8,81,0.2656659483909607,0.1964407116174698,0.13954435288906097,0.11434616148471832,0.07882614433765411,0.06457389146089554,0.04172535240650177,0.025056300684809685,0.008094052784144878,0.006404662039130926,6,7,12,sentence.2
9,81,0.257041335105896,0.19636066257953644,0.1413269340991974,0.11258944869041443,0.07370302081108093,0.06244970113039017,0.04178992658853531,0.025698324665427208,0.00959794595837593,0.008344534784555435,7,8,14,sentence.2
10,81,0.26337748765945435,0.18776559829711914,0.142744243144989,0.10643630474805832,0.0673612579703331,0.05589047819375992,0.0436556339263916,0.025898270308971405,0.011702997609972954,0.010179467499256134,7,9,17,sentence.2
11,81,0.3763546645641327,0.17324592173099518,0.11286389827728271,0.08223723620176315,0.05175640434026718,0.04111288860440254,0.03845101594924927,0.024510620161890984,0.012100039049983025,0.01007864624261856,7,8,15,sentence.2
0,81,0.25123730301856995,0.2077137678861618,0.163515105843544,0.11615077406167984,0.10237660259008408,0.07708346098661423,0.05494925007224083,0.018291903659701347,0.0007141765090636909,0.0006732874317094684,6,6,7,sentence.3
