layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
1,90,0.297881543636322,0.19579429924488068,0.1746341437101364,0.10459217429161072,0.07145249098539352,0.053741004317998886,0.028439009562134743,0.01586160622537136,0.014947867020964622,0.011135751381516457,6,7,9,4
2,90,0.2660785913467407,0.2127191573381424,0.16921313107013702,0.10788320749998093,0.0744556114077568,0.05539285019040108,0.027915436774492264,0.015518012456595898,0.015101227909326553,0.012752833776175976,6,7,10,4
3,90,0.2672569751739502,0.2179318219423294,0.1532992720603943,0.10172214359045029,0.07105698436498642,0.058185216039419174,0.026749547570943832,0.02272283472120762,0.015614975243806839,0.01298587303608656,6,8,11,4
4,90,0.2587231397628784,0.22862793505191803,0.15734140574932098,0.09917618334293365,0.07291857898235321,0.05761100724339485,0.02567359060049057,0.016553662717342377,0.01592424511909485,0.014218195341527462,6,7,11,4
5,90,0.24032928049564362,0.22681117057800293,0.15086780488491058,0.10294234752655029,0.07594703137874603,0.059843022376298904,0.029769420623779297,0.023645132780075073,0.014956660568714142,0.013958440162241459,6,8,12,4
6,90,0.2553478479385376,0.21297723054885864,0.1531078964471817,0.09606143832206726,0.0796966701745987,0.05830403044819832,0.026270711794495583,0.018453197553753853,0.014820191077888012,0.01437830738723278,6,8,13,4
7,90,0.3044769763946533,0.205650195479393,0.1375516951084137,0.09017554670572281,0.0688902884721756,0.04907672479748726,0.03195803239941597,0.01708059571683407,0.013755131512880325,0.013149230740964413,6,8,13,4
8,90,0.3658391237258911,0.18191328644752502,0.12088882923126221,0.08146493881940842,0.0666133314371109,0.04490957781672478,0.026127520948648453,0.016245316714048386,0.012943984940648079,0.011800698935985565,6,8,13,4
9,90,0.3035421669483185,0.2670497000217438,0.11935809254646301,0.07332898676395416,0.06194271519780159,0.03991284966468811,0.027354728430509567,0.015798691660165787,0.012463272549211979,0.011089447885751724,6,8,13,4
10,90,0.44685593247413635,0.19670839607715607,0.10498983412981033,0.05530611798167229,0.049633100628852844,0.0340094119310379,0.021999351680278778,0.011926260776817799,0.010884569026529789,0.009632959961891174,5,7,12,4
11,90,0.5941212177276611,0.11581774055957794,0.07634302228689194,0.04771662876009941,0.038788214325904846,0.023315327242016792,0.023117737844586372,0.010519362054765224,0.008374566212296486,0.00787413027137518,5,7,11,4
0,90,0.24532443284988403,0.22385840117931366,0.19611938297748566,0.11874045431613922,0.08139030635356903,0.054232288151979446,0.03468828275799751,0.018891796469688416,0.011100339703261852,0.0033263000659644604,5,6,7,5
1,90,0.2960135042667389,0.20217332243919373,0.1749575287103653,0.10698479413986206,0.0720784068107605,0.05347750335931778,0.0286758653819561,0.01599147915840149,0.011407588608562946,0.006188168190419674,5,6,8,5
2,90,0.2606503665447235,0.22364138066768646,0.17102408409118652,0.11180201917886734,0.07566436380147934,0.05557001009583473,0.02775229886174202,0.016007527709007263,0.010281804017722607,0.007111660670489073,6,7,9,5
3,90,0.26255860924720764,0.22604717314243317,0.15887895226478577,0.10588584840297699,0.07369273155927658,0.05904882028698921,0.024649064987897873,0.01627422496676445,0.014841828495264053,0.0072463140822947025,6,7,11,5
4,90,0.2550685703754425,0.2333890199661255,0.1622212678194046,0.10363651067018509,0.07528515160083771,0.058263372629880905,0.025432439520955086,0.017149804159998894,0.011103550903499126,0.008509666658937931,6,7,10,5
5,90,0.26112595200538635,0.22626559436321259,0.15510272979736328,0.10354502499103546,0.07973509281873703,0.05759112536907196,0.02554050087928772,0.016120200976729393,0.012067809700965881,0.009579985402524471,6,7,11,5
6,90,0.2559759020805359,0.21632544696331024,0.15398550033569336,0.10226364433765411,0.08341021090745926,0.05767948925495148,0.023661741986870766,0.01680903136730194,0.014892198145389557,0.009538288228213787,6,8,13,5
7,90,0.3036907911300659,0.22026242315769196,0.13739174604415894,0.09204608201980591,0.070679672062397,0.048038531094789505,0.0229205135256052,0.015711603686213493,0.015459171496331692,0.009935630485415459,6,8,12,5
8,90,0.3717295229434967,0.18479087948799133,0.12018966674804688,0.08204810321331024,0.07194657623767853,0.0453995019197464,0.021764812991023064,0.01385684683918953,0.012031305581331253,0.010025693103671074,6,8,13,5
