layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
10,90,0.2942362129688263,0.16108065843582153,0.14185190200805664,0.11682122200727463,0.10426736623048782,0.05890756472945213,0.0267848651856184,0.01827007159590721,0.010365677066147327,0.007112100720405579,6,7,12,2
11,90,0.4449002742767334,0.12998372316360474,0.10870857536792755,0.09273877739906311,0.06977862864732742,0.0427747406065464,0.0197617094963789,0.018666576594114304,0.009200043976306915,0.007287919521331787,6,7,12,2
0,90,0.2433283030986786,0.19573181867599487,0.18234315514564514,0.1379910707473755,0.115053191781044,0.07370056957006454,0.03324050083756447,0.012028629891574383,0.0007165315910242498,0.0006011076620779932,5,6,7,3
1,90,0.25347504019737244,0.19207051396369934,0.17541584372520447,0.1438404768705368,0.10784479975700378,0.07162286341190338,0.035417575389146805,0.012675009667873383,0.0008149664499796927,0.0006700410158373415,5,6,7,3
2,90,0.25267794728279114,0.19119895994663239,0.16865545511245728,0.13976511359214783,0.110538549721241,0.07263505458831787,0.03524604067206383,0.014605198986828327,0.0016211693873628974,0.001375079620629549,5,6,7,3
3,90,0.2710039019584656,0.18496572971343994,0.16433824598789215,0.1307942420244217,0.10354822874069214,0.06808746606111526,0.034456051886081696,0.017729951068758965,0.0031531434506177902,0.0027319923974573612,5,6,7,3
4,90,0.295082151889801,0.178814098238945,0.15298566222190857,0.1194223165512085,0.10312051326036453,0.06849639862775803,0.03125390782952309,0.017323581501841545,0.0037961388006806374,0.0035152616910636425,6,6,8,3
5,90,0.30561888217926025,0.1749972552061081,0.1505054086446762,0.11219482123851776,0.10389049351215363,0.06751598417758942,0.03075009398162365,0.01657966524362564,0.003990386612713337,0.0037909129168838263,6,6,8,3
6,90,0.3122267723083496,0.1714729517698288,0.14614742994308472,0.11394740641117096,0.0994921624660492,0.0645475909113884,0.03050258196890354,0.01565704308450222,0.005465373862534761,0.004536827560514212,6,6,8,3
7,90,0.33229196071624756,0.16185081005096436,0.13879676163196564,0.11669734120368958,0.09412756562232971,0.05924604460597038,0.02967490442097187,0.015086472034454346,0.006795801687985659,0.004715020302683115,6,6,9,3
8,90,0.3329123258590698,0.15514884889125824,0.13662222027778625,0.12031713128089905,0.09139688313007355,0.05893739312887192,0.028828097507357597,0.015180881135165691,0.008252636529505253,0.005581587087363005,6,7,10,3
9,90,0.30681726336479187,0.15337863564491272,0.14702822268009186,0.1222136914730072,0.09603465348482132,0.057135581970214844,0.028671234846115112,0.015820711851119995,0.00975291058421135,0.007305101957172155,6,7,12,3
10,90,0.2923474609851837,0.1563849300146103,0.1411178857088089,0.11643887311220169,0.10431507974863052,0.05806555598974228,0.026382368057966232,0.017686959356069565,0.01136565487831831,0.00882038101553917,6,8,13,3
11,90,0.449755996465683,0.12770825624465942,0.10544006526470184,0.08992984890937805,0.06855656206607819,0.04253488406538963,0.01937093958258629,0.01598026603460312,0.010143397375941277,0.008002320304512978,6,7,13,3
0,90,0.24324917793273926,0.19519035518169403,0.18265315890312195,0.13854318857192993,0.11492226272821426,0.07348404824733734,0.033148180693387985,0.011945834383368492,0.0008813337772153318,0.0005543591105379164,5,6,7,4
1,90,0.25457704067230225,0.19109533727169037,0.17530444264411926,0.14404842257499695,0.10819956660270691,0.07150168716907501,0.035333018749952316,0.012592350132763386,0.0008434701594524086,0.0005746828974224627,5,6,7,4
2,90,0.25254666805267334,0.1912371665239334,0.16835318505764008,0.14055569469928741,0.1111188754439354,0.07270626723766327,0.035303473472595215,0.014746971428394318,0.0012576380977407098,0.0011394864413887262,5,6,7,4
3,90,0.2691769301891327,0.18651370704174042,0.16394443809986115,0.1310890167951584,0.1046656146645546,0.06839334964752197,0.03497719764709473,0.01755579374730587,0.003094349056482315,0.0024195308797061443,5,6,7,4
4,90,0.29169797897338867,0.18110248446464539,0.15350927412509918,0.11950063705444336,0.10463333874940872,0.06934300810098648,0.031333763152360916,0.01718299649655819,0.003725270973518491,0.0034433293621987104,5,6,7,4
5,90,0.30174577236175537,0.17572014033794403,0.15142402052879333,0.11504855006933212,0.10450298339128494,0.06831744313240051,0.030945559963583946,0.01647713966667652,0.004009515978395939,0.0038634941447526217,6,6,8,4
