metric,mean_alt,mean_null,diff_mean,diff_ci_low,diff_ci_high,p_two_sided,cohens_d,n_alt,n_null,layer,q_value
pc2,0.1848142136633396,0.20446496725082397,-0.01965075358748436,-0.02069365756586193,-0.01851835969835519,0.0,-5.052157896236383,100,100,6,0.0
pc2,0.1839037637412548,0.2090936131775379,-0.025189849436283107,-0.02674823729693889,-0.023546055071055907,0.0,-4.381698433084,100,100,7,0.0
pc2,0.17969371065497397,0.1761152696609497,0.003578440994024268,0.0022197570428252045,0.00499468150362371,0.0,0.7078071335551653,100,100,8,0.0
pc2,0.16153672397136684,0.24701426759362222,-0.08547754362225538,-0.08933311996608972,-0.08164383332431321,0.0,-5.701384204502047,100,100,9,0.0
pc2,0.1577699592709541,0.18492754355072974,-0.02715758427977563,-0.029818215072155044,-0.02447185704112055,0.0,-2.6701286340477193,100,100,10,0.0
pc2,0.03606591941788788,0.11737717688083645,-0.08131125746294857,-0.08379890994308517,-0.07890381713351236,0.0,-8.975675320195071,100,100,11,0.0
pc3,0.17118025317788124,0.1969647364318371,-0.025784483253955853,-0.026198147118091562,-0.02535571011528374,0.0,-16.857089559593994,100,100,0,0.0
pc3,0.15267893016338344,0.17553356125950814,-0.022854631096124706,-0.023500492721796065,-0.022159355562180297,0.0,-9.70120920013152,100,100,1,0.0
pc3,0.1449544075131416,0.1703554205596447,-0.025401013046503107,-0.025962515734136087,-0.024835472282022257,0.0,-12.738905415207455,100,100,2,0.0
pc3,0.14240484684705731,0.1548099522292614,-0.012405105382204074,-0.012973007053136823,-0.011818085700273503,0.0,-6.187059760133175,100,100,3,0.0
pc3,0.14206211432814594,0.1592102579772472,-0.01714814364910125,-0.017747919943183692,-0.016571304682642268,0.0,-7.537048868887383,100,100,4,0.0
pc3,0.15504327237606047,0.15535302266478537,-0.0003097502887249026,-0.0013489778116345039,0.000699324671179051,0.52,-0.0818132006776203,100,100,5,0.52
pc3,0.14104762911796567,0.1512908658385277,-0.010243236720562016,-0.01129138665273788,-0.009153906088322407,0.0,-2.6289402035546585,100,100,6,0.0
pc3,0.12585582248866556,0.13337505146861073,-0.0075192289799451695,-0.00870249233953655,-0.006354763006791457,0.0,-1.7926180336736575,100,100,7,0.0
pc3,0.12840291954576968,0.11957723602652547,0.008825683519244218,0.0077903239224106115,0.009926739376038326,0.0,2.342256412029372,100,100,8,0.0
pc3,0.11475618369877334,0.11334151476621625,0.001414668932557095,0.0004102054294198732,0.002536143811419604,0.006,0.35139391119177826,100,100,9,0.006545454545454546
pc3,0.12540664032101628,0.09681493066251275,0.028591709658503536,0.026726548261940503,0.03033044344559313,0.0,4.054775235654129,100,100,10,0.0
pc3,0.02638091186061497,0.07520513497292992,-0.04882422311231495,-0.049947984933387486,-0.047626760230399655,0.0,-11.14254846465549,100,100,11,0.0
pc4,0.13185946121811865,0.1177759392559528,0.014083521962165849,0.013927450308576218,0.01423517054691915,0.0,23.993919967918394,100,100,0,0.0
pc4,0.12073857970535752,0.10496040262281892,0.015778177082538605,0.015349898023530843,0.01614290696382522,0.0,10.670315339664734,100,100,1,0.0
pc4,0.11305581867694851,0.10922382026910778,0.0038319984078407365,0.0034012286216020546,0.004249868314713236,0.0,2.435080908231285,100,100,2,0.0
pc4,0.1029739354550838,0.1027431887388229,0.0002307467162609017,-0.00026443833485245325,0.0007292539831250947,0.278,0.13138281598895582,100,100,3,0.278
pc4,0.11103151366114612,0.10019247852265831,0.010839035138487815,0.010228743717074393,0.011434306241571903,0.0,5.0774441739366205,100,100,4,0.0
pc4,0.10991481915116307,0.10027628093957898,0.009638538211584086,0.008663873046636584,0.010582165218889716,0.0,2.93727295290211,100,100,5,0.0
pc4,0.11058666698634621,0.09624807305634019,0.014338593930006027,0.013510128486901533,0.015190932281315328,0.0,4.593954744164142,100,100,6,0.0
pc4,0.11765196308493611,0.09126798532903191,0.026383977755904203,0.02557757613994182,0.027239888994023208,0.0,8.979153634069442,100,100,7,0.0
pc4,0.11499809019267555,0.08117311693727966,0.03382497325539589,0.03296190304867924,0.034717864105477926,0.0,10.601122651877128,100,100,8,0.0
pc4,0.10433691471815106,0.08270712658762928,0.02162978813052177,0.01981763845868409,0.02340017757937312,0.0,3.319026979842492,100,100,9,0.0
pc4,0.10031673938035962,0.06199668839573857,0.03832005098462105,0.036584904256276786,0.03990690519008785,0.0,6.112554199604158,100,100,10,0.0
pc4,0.02182623069733377,0.05169676873832936,-0.02987053804099559,-0.03143682873016223,-0.0283746632230468,0.0,-5.585676398884417,100,100,11,0.0
pc5,0.10417770400643345,0.08076569542288775,0.023412008583545696,0.02328536774218084,0.023531643610447666,0.0,50.39441490543367,100,100,0,0.0
pc5,0.09080775059759613,0.07066147297620769,0.020146277621388445,0.019905295994132762,0.020387654401361952,0.0,23.728326630054987,100,100,1,0.0
pc5,0.10093484550714489,0.07381207726895805,0.027122768238186837,0.02686314490810037,0.02736244899593294,0.0,28.80177288029974,100,100,2,0.0
pc5,0.10034295327961441,0.07052907243371007,0.029813880845904348,0.029495772406458853,0.03012469268590212,0.0,25.80273155002116,100,100,3,0.0
pc5,0.10545532926917073,0.07334535136818882,0.03210997790098191,0.031754696650430556,0.03249026019126176,0.0,24.463504094975153,100,100,4,0.0
pc5,0.10021125011146065,0.07866548962891098,0.021545760482549664,0.020963643321767454,0.022134513856843122,0.0,10.152202480876262,100,100,5,0.0
pc5,0.09860959529876706,0.08400970652699467,0.014599888771772387,0.01391981374844908,0.015320328898727894,0.0,5.901545772202292,100,100,6,0.0
