layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,left_out
8,81,0.23820801079273224,0.1797664612531662,0.1610824465751648,0.10589092969894409,0.07064751535654068,0.06065482273697853,0.044093579053878784,0.025130705907940865,0.01366482488811016,0.00822131335735321,7,10,18,sentence.8
9,81,0.24575288593769073,0.17821283638477325,0.13713884353637695,0.11950796842575073,0.06406605243682861,0.05427708849310875,0.040020037442445755,0.025562196969985962,0.016685888171195984,0.012032167986035347,8,11,21,sentence.8
10,81,0.2626243233680725,0.19942954182624817,0.1323700100183487,0.10298901051282883,0.050488971173763275,0.04672358185052872,0.03896015137434006,0.03109647147357464,0.018216554075479507,0.011517796665430069,8,11,21,sentence.8
11,81,0.7366615533828735,0.05343872681260109,0.04479756951332092,0.036784447729587555,0.023875059559941292,0.01935577765107155,0.015361720696091652,0.009860672987997532,0.006784367840737104,0.004966465290635824,4,6,10,sentence.8
0,81,0.21916213631629944,0.18927448987960815,0.16415935754776,0.1217939704656601,0.10729896277189255,0.09009014070034027,0.054386887699365616,0.02236161194741726,0.007869774475693703,0.00457519106566906,6,7,8,sentence.9
1,81,0.2585587501525879,0.1779329925775528,0.15621910989284515,0.10966717451810837,0.09603577107191086,0.07996649295091629,0.04839317128062248,0.019594235345721245,0.009137583896517754,0.006383930332958698,6,7,9,sentence.9
2,81,0.2126251608133316,0.1876382827758789,0.1753534972667694,0.11209620535373688,0.095429427921772,0.07881364971399307,0.05189480632543564,0.01979636959731579,0.008261989802122116,0.006439038552343845,6,7,11,sentence.9
3,81,0.204484760761261,0.1879727989435196,0.16421343386173248,0.11457536369562149,0.09087049216032028,0.07390155643224716,0.052569400519132614,0.021332571282982826,0.016548357903957367,0.0073178606107831,7,8,13,sentence.9
4,81,0.21195317804813385,0.1808667778968811,0.15786223113536835,0.1297413557767868,0.08750296384096146,0.07334752380847931,0.05437522009015083,0.02023785188794136,0.010968117043375969,0.0067024533636868,7,8,14,sentence.9
5,81,0.2183113396167755,0.19471096992492676,0.14165742695331573,0.13317184150218964,0.08464636653661728,0.06456704437732697,0.05299903452396393,0.021115722134709358,0.01009337604045868,0.0072753238491714,7,8,14,sentence.9
6,81,0.23668254911899567,0.18945875763893127,0.13944418728351593,0.12219557911157608,0.0811602845788002,0.0618627555668354,0.05052682012319565,0.021600816398859024,0.00865238904953003,0.008108794689178467,7,8,16,sentence.9
7,81,0.2465868890285492,0.17272600531578064,0.13817180693149567,0.12367728352546692,0.07688803970813751,0.0596347451210022,0.05304756760597229,0.02586391381919384,0.009890537708997726,0.00836978666484356,7,9,17,sentence.9
8,81,0.24049443006515503,0.17473794519901276,0.15886814892292023,0.10557635128498077,0.0709146037697792,0.05853073671460152,0.044724926352500916,0.024541469290852547,0.013051008805632591,0.009965368546545506,7,10,19,sentence.9
9,81,0.25026586651802063,0.17158904671669006,0.13364891707897186,0.11982572823762894,0.06412608921527863,0.05421065539121628,0.039749376475811005,0.02438611164689064,0.015697279945015907,0.012069687247276306,8,12,21,sentence.9
10,81,0.2527887225151062,0.19672414660453796,0.1370728611946106,0.10379922389984131,0.05032363906502724,0.04705716669559479,0.03751569241285324,0.031267911195755005,0.01722102425992489,0.012343864887952805,8,12,21,sentence.9
11,81,0.7539406418800354,0.04956493526697159,0.04215172678232193,0.03347138315439224,0.021588413044810295,0.017913179472088814,0.014065842144191265,0.00899629108607769,0.005979163106530905,0.004740511998534203,4,5,10,sentence.9
